"CAPERS,CANNED",0.23,23.0
"CARAMBOLA,(STARFRUIT),RAW",0.33,33.0
CARAWAY SEED,3.33,333.0
"CARBONATED BEV,CLUB SODA",0.00,0.0
"CARBONATED BEV,COLA,CONTAINS CAFFEINE",0.41,41.0
"CARBONATED BEV,COLA,WO/CAFFEINE",0.41,41.0
"CARBONATED BEV,CRM SODA",0.51,51.0
"CARBONATED BEV,GINGER ALE",0.34,34.0
"CARBONATED BEV,GRAPE SODA",0.43,43.0
"CARBONATED BEV,LEMON-LIME SODA",0.40,40.0
"CARBONATED BEV,LEMON-LIME SODA,CONTAINS CAFFEINE",0.40,40.0
"CARBONATED BEV,LO CAL,COLA OR PEP-TYPE,W/NA SACHRN,CNTNS CAF",0.00,0.0
"CARBONATED BEV,LO CAL,COLA,W/ASPRT&NA SACCHARIN,CONTNS CAFFN",0.01,1.0
"CARBONATED BEV,LO CAL,COLA,W/ASPRT,CONTAINS CAFFEINE",0.01,1.0
"CARBONATED BEV,LO CAL,COLA,W/ASPRT,WO/CAFFEINE",0.01,1.0
"CARBONATED BEV,LO CAL,OTHER THAN COLA OR PEPPER,W/NA SACCHRN",0.00,0.0
"CARBONATED BEV,LO CAL,OTHER THN COLA OR PPPR,W/ASPRT,WO/CAFF",0.00,0.0
"CARBONATED BEV,ORANGE",0.48,48.0
"CARBONATED BEV,PEPPER-TYPE,CONTAINS CAFFEINE",0.41,41.0
"CARBONATED BEV,ROOT BEER",0.41,41.0
"CARBONATED BEV,TONIC H2O",0.34,34.0
"CARDAMOM,GROUND",3.11,311.3
"CARDOON,CKD,BLD,DRND,W/SALT",0.22,22.0
"CARDOON,CKD,BLD,DRND,WO/SALT",0.22,22.0
"CARDOON,RAW",0.20,20.0
"CARISSA,(NATAL-PLUM),RAW",0.62,62.0
"CARL BUDDIG,CKD CORNED BF,CHOPD,PRESSED",1.42,142.0
"CARL BUDDIG,SMOKED SLICED BF",1.39,139.0
"CARL BUDDIG,SMOKED SLICED CHICK,LT&DK MEAT",1.65,165.0
"CARL BUDDIG,SMOKED SLICED HAM",1.63,163.0
"CARL BUDDIG,SMOKED SLICED TURKEY,LT&DK MEAT",1.60,160.0
"CARL BUDDIG. CKD SMOKED BF PASTRAMI,CHOPD,PRESSED",1.41,141.0
CAROB FLOUR,2.22,222.0
"CAROB-FLAVOR BEV MIX,PDR",3.72,372.0
"CAROB-FLAVOR BEV MIX,PDR,PREP W/MILK",0.76,76.0
"CARP,COOKED,DRY HEAT",1.62,162.0
"CARP,RAW",1.27,127.0
"CARROT JUICE,CANNED",0.40,40.0
"CARROTS,BABY,RAW",0.38,38.0
"CARROTS,CKD,BLD,DRND,W/SALT",0.45,45.0
"CARROTS,CKD,BLD,DRND,WO/SALT",0.45,45.0
"CARROTS,CND,NO SALT ,DRND SOL",0.25,25.0
"CARROTS,CND,NO SALT,SOL&LIQUIDS",0.23,23.0
"CARROTS,CND,REG PK,DRND SOL",0.25,25.0
"CARROTS,CND,REG PK,SOL&LIQUIDS",0.23,23.0
"CARROTS,FROZEN,UNPREPARED",0.39,39.0
"CARROTS,FRZ,CKD,BLD,DRND,W/SALT",0.36,36.0
"CARROTS,FRZ,CKD,BLD,DRND,WO/SALT",0.36,36.0
"CARROTS,RAW",0.43,43.0
"CASHEW BUTTER,PLN,W/SALT",5.87,587.0
"CASHEW BUTTER,PLN,WO/SALT",5.87,587.0
"CASHEW NUTS,DRY RSTD,W/SALT",5.74,574.0
"CASHEW NUTS,DRY RSTD,WO/SALT",5.74,574.0
"CASHEW NUTS,OIL RSTD,W/SALT",5.76,576.0
"CASHEW NUTS,OIL RSTD,WO/SALT",5.76,576.0
"CASSAVA,RAW",1.60,160.0
"CASTLEBY PREMIUM BF STEW,CND ENTREE",1.35,135.0
"CATFISH,CHANNEL,CKD,BREADED&FRIED",2.29,229.0
"CATFISH,CHANNEL,FARMED,CKD,DRY HEAT",1.52,152.0
"CATFISH,CHANNEL,FARMED,RAW",1.35,135.0
"CATFISH,CHANNEL,WILD,CKD,DRY HEAT",1.05,105.0
"CATFISH,CHANNEL,WILD,RAW",0.95,95.0
CATSUP,1.04,104.0
"CATSUP,LOW SODIUM",1.04,104.0
"CAULIFLOWER,CKD,BLD,DRND,W/SALT",0.23,23.0
"CAULIFLOWER,CKD,BLD,DRND,WO/SALT",0.23,23.0
"CAULIFLOWER,FRZ,CKD,BLD,DRND,W/SALT",0.19,19.0
"CAULIFLOWER,FRZ,CKD,BLD,DRND,WO/SALT",0.19,19.0
"CAULIFLOWER,FRZ,UNPREP",0.24,24.0
"CAULIFLOWER,GREEN,RAW",0.31,31.0
"CAULIFLOWER,GRN,CKD,NO SALT",0.32,32.0
"CAULIFLOWER,GRN,CKD,SALT",0.32,32.0
"CAULIFLOWER,RAW",0.25,25.0
"CAVIAR,BLACK&RED,GRANULAR",2.52,252.0
"CELERIAC,CKD,BLD,DRND,W/SALT",0.27,27.0
"CELERIAC,CKD,BLD,DRND,WO/SALT",0.27,27.0
"CELERIAC,RAW",0.42,42.0
CELERY SEED,3.92,392.1
"CELERY,CKD,BLD,DRND,W/SALT",0.18,18.0
"CELERY,CKD,BLD,DRND,WO/SALT",0.18,18.0
"CELERY,RAW",0.16,16.0
"CELESTE DELUXE PIZZA W/SAUSAGE,GRN&RED PEPPERS&MUSHROOMS,FRZ",2.31,231.0
"CELTUCE,RAW",0.18,18.0
"CEREALS RTE,40% BRAN FLAKES,RALSTON PURINA,(WHEAT BRAN)",3.24,324.0
"CEREALS RTE,BRAN CHEX,(WHEAT BRAN,CORN)",3.19,319.0
"CEREALS RTE,COOKIE-CRISP,CHOC CHIP&VANILLA",4.00,400.0
"CEREALS RTE,CORN FLAKES,LO NA,(CORN)",3.99,399.0
"CEREALS RTE,CORN FLAKES,RALSTON PURINA,(CORN)",3.90,390.0
"CEREALS RTE,CRISP RICE,LO NA,(RICE)",4.02,402.0
"CEREALS RTE,CRISPY RICE,(RICE)",3.96,396.0
"CEREALS RTE,FRSTD RICE KRINKLES,(RICE)",3.85,385.0
"CEREALS RTE,GENERAL MILLS,APPL CINN CHEERIOS",3.93,393.0
"CEREALS RTE,GENERAL MILLS,BASIC 4",3.65,365.0
"CEREALS RTE,GENERAL MILLS,BETTY CROCKER CINN STREUSEL",4.01,401.0
"CEREALS RTE,GENERAL MILLS,BETTY CROCKER DUTCH APPL",3.98,398.0
"CEREALS RTE,GENERAL MILLS,BODY BUDDIES",3.84,384.0
"CEREALS RTE,GENERAL MILLS,BOO BY",3.88,388.0
"CEREALS RTE,GENERAL MILLS,BY BY KIX",4.00,400.0
"CEREALS RTE,GENERAL MILLS,CHEERIOS",3.65,365.0
"CEREALS RTE,GENERAL MILLS,CINN GRAHAMS",3.88,388.0
"CEREALS RTE,GENERAL MILLS,CINN TOAST CRUNCH",4.14,414.0
"CEREALS RTE,GENERAL MILLS,COCOA PUFFS",3.96,396.0
"CEREALS RTE,GENERAL MILLS,CORN CHEX",3.76,376.0
"CEREALS RTE,GENERAL MILLS,COUNT CHOCULA",3.91,391.0
"CEREALS RTE,GENERAL MILLS,COUNTRY CORN FLAKES",3.80,380.0
"CEREALS RTE,GENERAL MILLS,CRISPY WHEATIES 'N RAISINS",3.48,348.0
"CEREALS RTE,GENERAL MILLS,FIBER ONE",2.05,205.0
"CEREALS RTE,GENERAL MILLS,FRANKENBY",3.90,390.0
"CEREALS RTE,GENERAL MILLS,FRENCH TOAST CRUNCH",4.00,400.0
"CEREALS RTE,GENERAL MILLS,FRSTD CHEERIOS",3.82,382.0
"CEREALS RTE,GENERAL MILLS,GOLDEN GRAHAMS",3.85,385.0
"CEREALS RTE,GENERAL MILLS,HONEY FRSTD WHEATIES",3.65,365.0
"CEREALS RTE,GENERAL MILLS,HONEY NUT CHEERIOS",3.83,383.0
"CEREALS RTE,GENERAL MILLS,HONEY NUT CHEX",3.88,388.4
"CEREALS RTE,GENERAL MILLS,HONEY NUT CLUSTERS",3.87,387.0
"CEREALS RTE,GENERAL MILLS,KABOOM",3.92,392.0
"CEREALS RTE,GENERAL MILLS,KIX",3.81,381.0
"CEREALS RTE,GENERAL MILLS,LUCKY CHARMS",3.87,387.0
"CEREALS RTE,GENERAL MILLS,MULTI-BRAN CHEX",3.37,337.0
"CEREALS RTE,GENERAL MILLS,MULTI-GRAIN CHEERIOS PLUS",3.61,361.0
"CEREALS RTE,GENERAL MILLS,MULTIGRAIN CHEERIOS",3.73,373.0
"CEREALS RTE,GENERAL MILLS,NATURE VALLEY CINN&RAISINS GRANOLA",4.28,428.0
"CEREALS RTE,GENERAL MILLS,NATURE VALLEY FRUIT N' NUT GRANOLA",4.60,460.0
"CEREALS RTE,GENERAL MILLS,NATURE VALLEY LOFAT FRUIT GRANOLA",3.86,386.0
"CEREALS RTE,GENERAL MILLS,NATURE VALLEY TSTD OATS GRANOLA",4.51,451.0
"CEREALS RTE,GENERAL MILLS,OATMEAL CRISP W/ALMONDS",3.98,398.0
"CEREALS RTE,GENERAL MILLS,OATMEAL CRISP W/APPLS",3.73,373.0
"CEREALS RTE,GENERAL MILLS,OATMEAL RAISIN CRISP",3.71,371.0
"CEREALS RTE,GENERAL MILLS,RAISIN NUT BRAN",3.80,380.0
"CEREALS RTE,GENERAL MILLS,REESE'S PNUT BUTTER PUFFS",4.31,431.0
"CEREALS RTE,GENERAL MILLS,RICE CHEX",3.78,378.0
"CEREALS RTE,GENERAL MILLS,S'MORES GRAHAMS",3.90,390.0
"CEREALS RTE,GENERAL MILLS,SUN CRUNCHERS",3.92,392.0
"CEREALS RTE,GENERAL MILLS,TEAM CHEERIOS",3.77,377.0
"CEREALS RTE,GENERAL MILLS,TOTAL",3.51,351.0
"CEREALS RTE,GENERAL MILLS,TOTAL CORN FLAKES",3.73,373.0
"CEREALS RTE,GENERAL MILLS,TOTAL RAISIN BRAN",3.24,324.0
"CEREALS RTE,GENERAL MILLS,TRIPLES",3.87,387.0
"CEREALS RTE,GENERAL MILLS,TRIX",4.08,408.0
"CEREALS RTE,GENERAL MILLS,WHEAT CHEX",3.46,346.0
"CEREALS RTE,GENERAL MILLS,WHEATIES",3.67,367.0
"CEREALS RTE,GRANOLA,HOMEMADE,(OATS,WHEAT GERM)",4.67,467.0
"CEREALS RTE,HEALTHY CHOIC FROM KELLOGG'S MULTI-GRAIN FLAKES",3.46,346.0
"CEREALS RTE,HEALTHY CHOIC,KELLOGG'S ALMOND CRUNCH W/RAISINS",3.60,360.0
"CEREALS RTE,HEALTHY CHOIC,KELLOGG'S TSTD BROWN SUGAR SQUARES",3.44,344.0
"CEREALS RTE,HEARTLAND NAT CRL,PLN,(OATS,WHEAT GERM)",4.34,434.0
"CEREALS RTE,HEARTLAND NAT CRL,W/COCNT,(OATS,WHEAT GERM)",4.41,441.0
"CEREALS RTE,HEARTLAND NAT CRL,W/RAISINS,(OATS,WHEAT GERM)",4.25,425.0
"CEREALS RTE,HONEYBRAN,(WHEAT)",3.41,341.0
"CEREALS RTE,KELLOGG'S FRSTD MINI-WHEATS,BITE SIZE",3.40,340.0
"CEREALS RTE,KELLOGG'S FRSTD MINI-WHEATS,REG",3.39,339.0
"CEREALS RTE,KELLOGG'S MUESLIX RAISIN&ALMOND CRUNCH W/DATES",3.64,364.0
"CEREALS RTE,KELLOGG,JUST RIGHT FRUIT&NUT",3.50,350.0
"CEREALS RTE,KELLOGG,KELLOGG RAZZLE DAZZLE RICE KRISPIES",3.87,387.0
"CEREALS RTE,KELLOGG,KELLOGG'S ALL-BRAN",2.64,264.0
"CEREALS RTE,KELLOGG,KELLOGG'S ALL-BRAN BRAN BUDS",2.76,276.0
"CEREALS RTE,KELLOGG,KELLOGG'S APPL CINN SQUARES MINI-WHEATS",3.31,331.0
"CEREALS RTE,KELLOGG,KELLOGG'S APPL JACKS",3.85,385.0
"CEREALS RTE,KELLOGG,KELLOGG'S APPL RAISIN CRISP",3.36,336.0
"CEREALS RTE,KELLOGG,KELLOGG'S APPLE-CINNAMON RICE KRISPIES",3.73,373.0
"CEREALS RTE,KELLOGG,KELLOGG'S BLUEBY SQUARES MINI-WHEATS",3.30,330.0
"CEREALS RTE,KELLOGG,KELLOGG'S CINN MINI BUNS",3.84,384.0
"CEREALS RTE,KELLOGG,KELLOGG'S COCOA FRSTD FLAKES",3.87,387.0
"CEREALS RTE,KELLOGG,KELLOGG'S COCOA KRISPIES",3.88,388.0
"CEREALS RTE,KELLOGG,KELLOGG'S COMMON SENSE OAT BRAN FLAKES",3.63,363.0
"CEREALS RTE,KELLOGG,KELLOGG'S COMPLETE WHEAT BRAN FLAKES",3.27,327.0
"CEREALS RTE,KELLOGG,KELLOGG'S CORN FLAKES",3.65,365.0
"CEREALS RTE,KELLOGG,KELLOGG'S CORN POPS",3.81,381.0
"CEREALS RTE,KELLOGG,KELLOGG'S CRACKLIN' OAT BRAN",4.09,409.0
"CEREALS RTE,KELLOGG,KELLOGG'S CRISPIX",3.74,374.0
"CEREALS RTE,KELLOGG,KELLOGG'S DOUBLE DIP CRUNCH",3.82,382.0
"CEREALS RTE,KELLOGG,KELLOGG'S FROOT LOOPS",3.91,391.0
"CEREALS RTE,KELLOGG,KELLOGG'S FRSTD BRAN",3.38,338.0
"CEREALS RTE,KELLOGG,KELLOGG'S FRSTD FLAKES",3.85,385.0
"CEREALS RTE,KELLOGG,KELLOGG'S FRSTD KRISPIES",3.78,378.0
"CEREALS RTE,KELLOGG,KELLOGG'S FRUITY MARSHMLLW KRISPIES",3.78,378.0
"CEREALS RTE,KELLOGG,KELLOGG'S HONEY CRUNCH CORN FLAKES",3.83,383.0
"CEREALS RTE,KELLOGG,KELLOGG'S JUST RIGHT W/CRUNCHY NUGGETS",3.71,371.0
"CEREALS RTE,KELLOGG,KELLOGG'S LOFAT GRANOLA W/RAISINS",3.67,367.0
"CEREALS RTE,KELLOGG,KELLOGG'S LOFAT GRANOLA WO/RAISINS",3.88,388.0
"CEREALS RTE,KELLOGG,KELLOGG'S MUESLIX APPL&ALMOND CRUNCH",3.83,383.0
"CEREALS RTE,KELLOGG,KELLOGG'S NUT&HONEY CRUNCH",4.05,405.0
"CEREALS RTE,KELLOGG,KELLOGG'S NUTRI-GRAIN ALMOND&RAISIN",3.67,367.0
"CEREALS RTE,KELLOGG,KELLOGG'S NUTRI-GRAIN WHEAT",3.35,335.0
"CEREALS RTE,KELLOGG,KELLOGG'S PRODUCT 19",3.66,366.0
"CEREALS RTE,KELLOGG,KELLOGG'S RAISIN BRAN",3.05,305.0
"CEREALS RTE,KELLOGG,KELLOGG'S RAISIN SQUARES MINI-WHEATS",3.40,340.0
"CEREALS RTE,KELLOGG,KELLOGG'S RICE KRISPIES",3.77,377.0
"CEREALS RTE,KELLOGG,KELLOGG'S RICE KRISPIES TREATS CRL",4.01,401.0
"CEREALS RTE,KELLOGG,KELLOGG'S SMACKS",3.80,380.0
"CEREALS RTE,KELLOGG,KELLOGG'S SMART START CRL",3.65,365.0
"CEREALS RTE,KELLOGG,KELLOGG'S SPL K",3.70,370.0
"CEREALS RTE,KELLOGG,KELLOGG'S STRAWBY SQUARES MINI-WHEATS",3.40,340.0
"CEREALS RTE,KELLOGG,POP-TARTS CRUNCH FRSTD STRAWBY",3.93,393.0
"CEREALS RTE,KELLOGG,TEMPTATIONS,FRENCH VANILLA ALMOND",3.98,398.0
"CEREALS RTE,KELLOGG,TEMPTATIONS,HONEY RSTD PECAN",4.08,408.0
"CEREALS RTE,KRAFT,POST 100% BRAN CRL",2.87,287.0
"CEREALS RTE,KRAFT,POST BANANA NUT CRUNCH CRL",4.22,422.0
"CEREALS RTE,KRAFT,POST BLUEBY MORNING CRL",3.83,383.0
"CEREALS RTE,KRAFT,POST BRAN FLAKES",3.20,320.0
"CEREALS RTE,KRAFT,POST COCOA PEBBLES CRL",3.98,398.0
"CEREALS RTE,KRAFT,POST FRSTD ALPHA-BITS CRL",4.05,405.0
"CEREALS RTE,KRAFT,POST FRSTD SHREDDED WHEAT BITE SIZE CRL",3.52,352.0
"CEREALS RTE,KRAFT,POST FRUIT&FIBRE DATES,RAISINS&WALNUTS CRL",3.85,385.0
"CEREALS RTE,KRAFT,POST FRUITY PEBBLES CRL",4.01,401.0
"CEREALS RTE,KRAFT,POST GOLDEN CRISP CRL",3.98,398.0
"CEREALS RTE,KRAFT,POST GRAPE-NUTS CRL",3.59,359.0
"CEREALS RTE,KRAFT,POST GRAPE-NUTS FLAKES",3.65,365.0
"CEREALS RTE,KRAFT,POST GREAT GRAINS CRUNCHY PECAN CRL",4.08,408.0
"CEREALS RTE,KRAFT,POST GREAT GRAINS RAISIN,DATE&PECAN CRL",3.77,377.0
"CEREALS RTE,KRAFT,POST HONEY BUNCHES OF OATS HONEY RSTD CRL",3.94,393.6
"CEREALS RTE,KRAFT,POST HONEY BUNCHES OF OATS W/ALMONDS CRL",4.07,407.0
"CEREALS RTE,KRAFT,POST HONEYCOMB CRL",3.95,395.0
"CEREALS RTE,KRAFT,POST MARSHMLLW ALPHA-BITS CRL",3.98,398.0
"CEREALS RTE,KRAFT,POST OREO O'S CRL",4.15,415.0
"CEREALS RTE,KRAFT,POST RAISIN BRAN CRL",3.17,317.0
"CEREALS RTE,KRAFT,POST THE ORIGIN SHREDDED WHEAT SPOON SIZE",3.40,340.0
"CEREALS RTE,KRAFT,POST THE ORIGINAL SHREDDED WHEAT 'N BRAN",3.34,334.0
"CEREALS RTE,KRAFT,POST THE ORIGINAL SHREDDED WHEAT CRL",3.40,340.0
"CEREALS RTE,KRAFT,POST TOASTIES CORN FLAKES",3.60,360.0
"CEREALS RTE,KRAFT,POST WAFFLE CRISP CRL",4.30,430.2
"CEREALS RTE,MALT-O-MEAL,BY COLOSSAL CRUNCH",4.01,401.0
"CEREALS RTE,MALT-O-MEAL,COLOSSAL CRUNCH",4.01,401.0
"CEREALS RTE,MALT-O-MEAL,CORN BURSTS",3.82,382.0
"CEREALS RTE,MALT-O-MEAL,CRISPY RICE",3.79,379.0
"CEREALS RTE,MALT-O-MEAL,MARSHMLLW MATEYS",3.84,384.0
"CEREALS RTE,MALT-O-MEAL,TOOTIE FRUITIES",3.92,392.0
"CEREALS RTE,NUTRI-GRAIN,WHEAT,SEE NEW PRODUCT 08292",3.60,360.0
"CEREALS RTE,QK,LOFAT 100% NAT CRISPY WHOLEGRAIN W/RAISINS",3.89,389.0
"CEREALS RTE,QUAKER,CAP'N CRUNCH",3.97,397.0
"CEREALS RTE,QUAKER,CAP'N CRUNCH'S CRUNCHBIES",3.99,399.0
"CEREALS RTE,QUAKER,CAP'N CRUNCH'S PNUT BUTTER CRUNCH",4.16,416.0
"CEREALS RTE,QUAKER,HONEY GRAHAM OH!S",4.14,414.0
"CEREALS RTE,QUAKER,KING VITAMAN",3.86,386.0
"CEREALS RTE,QUAKER,KRETSCHMER HONEY CRUNCH WHEAT GERM",3.72,372.0
"CEREALS RTE,QUAKER,QUAKER 100% NAT CRL W/OATS&HONEY",4.44,444.0
"CEREALS RTE,QUAKER,QUAKER 100% NAT CRL W/OATS,HONEY,&RAISINS",4.28,428.0
"CEREALS RTE,QUAKER,QUAKER APPL ZAPS",3.92,392.0
"CEREALS RTE,QUAKER,QUAKER CINN OATMEAL SQUARES",3.86,386.0
"CEREALS RTE,QUAKER,QUAKER COCOA BLASTS",3.92,392.0
"CEREALS RTE,QUAKER,QUAKER CORN BLASTS",4.02,402.0
"CEREALS RTE,QUAKER,QUAKER CRUNCHY BRAN",3.33,333.0
"CEREALS RTE,QUAKER,QUAKER FRSTD FLAKERS",3.76,376.0
"CEREALS RTE,QUAKER,QUAKER FRUITANGY OH!S",3.92,392.0
"CEREALS RTE,QUAKER,QUAKER MARSHMLLW SAFARI",3.96,396.0
"CEREALS RTE,QUAKER,QUAKER OAT BRAN CRL",3.73,373.0
"CEREALS RTE,QUAKER,QUAKER OAT CINN LIFE",3.79,379.0
"CEREALS RTE,QUAKER,QUAKER OAT LIFE,PLN",3.79,379.0
"CEREALS RTE,QUAKER,QUAKER OATMEAL SQUARES",3.86,386.0
"CEREALS RTE,QUAKER,QUAKER PUFFED RICE",3.83,383.0
"CEREALS RTE,QUAKER,QUAKER PUFFED WHEAT",3.66,366.0
"CEREALS RTE,QUAKER,QUAKER SWT PUFFS",3.91,391.0
"CEREALS RTE,QUAKER,QUAKER TSTD OATMEAL CRL,HONEY NUT",3.89,389.0
"CEREALS RTE,QUAKER,SUN COUNTRY GRANOLA W/ALMONDS",4.67,467.0
"CEREALS RTE,QUAKER,SUN COUNTRY GRANOLA,RAISIN&DATE",4.36,436.0
"CEREALS RTE,QUAKER,SWT CRUNCH/QUISP",4.03,403.0
"CEREALS RTE,RAISIN BRAN,RALSTON PURINA,(WHEAT)",3.18,318.0
"CEREALS RTE,RICE,PUFFED,FORT,(RICE)",4.02,402.0
"CEREALS RTE,SUGAR FRSTD FLAKES,RALSTON PURINA,(CORN)",3.91,391.0
"CEREALS RTE,SUGAR SPARKLED FLAKES,(CORN)",3.84,384.0
"CEREALS RTE,TASTEEOS,(OAT W/OTHER GRAINS)",3.93,393.0
"CEREALS RTE,WAFFELOS,(WHEAT W/OTHER GRAINS)",4.05,405.0
"CEREALS RTE,WHEAT GERM,TSTD,PLN,(WHEAT GERM)",3.82,382.0
"CEREALS RTE,WHEAT,PUFFED,FORT",3.64,364.0
"CEREALS,CORN GRITS,WHITE,REG,QUICK,ENR,CKD W/H2O,W/SALT",0.60,60.0
"CEREALS,CORN GRITS,WHITE,REG,QUICK,ENR,CKD W/H2O,WO/SALT,(CO",0.60,60.0
"CEREALS,CORN GRITS,WHITE,REG,QUICK,ENR,DRY,(CORN)",3.71,371.0
"CEREALS,CORN GRITS,WHITE,REG,QUICK,UNENR,CKD W/H2O,W/SALT",0.60,60.0
"CEREALS,CORN GRITS,WHITE,REG,QUICK,UNENR,CKD W/H2O,WO/SALT",0.60,60.0
"CEREALS,CORN GRITS,WHITE,REG,QUICK,UNENR,DRY,(CORN)",3.71,371.0
"CEREALS,CORN GRITS,YEL,REG,QUICK,ENR,CKD W/H2O,W/SALT,(CORN)",0.60,60.0
"CEREALS,CORN GRITS,YEL,REG,QUICK,ENR,CKD W/H2O,WO/SALT",0.60,60.0
"CEREALS,CORN GRITS,YEL,REG,QUICK,ENR,DRY,(CORN)",3.71,371.0
"CEREALS,CORN GRITS,YEL,REG,QUICK,UNENR,CKD W/H2O,W/SALT",0.60,60.0
"CEREALS,CORN GRITS,YEL,REG,QUICK,UNENR,CKD W/H2O,WO/SALT",0.60,60.0
"CEREALS,CORN GRITS,YEL,REG,QUICK,UNENR,DRY,(CORN)",3.71,371.0
"CEREALS,CRM OF RICE,CKD W/H2O,W/SALT,(RICE)",0.52,52.0
"CEREALS,CRM OF RICE,CKD W/H2O,WO/SALT,(RICE)",0.52,52.0
"CEREALS,CRM OF RICE,DRY,(RICE)",3.70,370.0
"CEREALS,CRM OF WHEAT,INST,DRY,(WHEAT)",3.66,366.0
"CEREALS,CRM OF WHEAT,INST,PREP W/H2O,W/SALT,(WHEAT)",0.64,64.0
"CEREALS,CRM OF WHEAT,INST,PREP W/H2O,WO/SALT,(WHEAT)",0.64,64.0
"CEREALS,CRM OF WHEAT,MIX'N EAT,APPL,BANANA&MAPLE FLAV,DRY",3.73,373.0
"CEREALS,CRM OF WHEAT,MIX'N EAT,APPL,BANANA&MAPLE FLAV,PREP",0.88,88.0
"CEREALS,CRM OF WHEAT,MIX'N EAT,PLN,DRY,(WHEAT,CORN)",3.61,361.0
"CEREALS,CRM OF WHEAT,MIX'N EAT,PLN,PREP W/H2O,(WHEAT,CORN)",0.72,72.0
"CEREALS,CRM OF WHEAT,QUICK,CKD W/H2O,W/SALT,(WHEAT)",0.54,54.0
"CEREALS,CRM OF WHEAT,QUICK,CKD W/H2O,WO/SALT,(WHEAT)",0.54,54.0
"CEREALS,CRM OF WHEAT,QUICK,DRY,(WHEAT)",3.61,361.0
"CEREALS,CRM OF WHEAT,REG,CKD W/H2O,W/SALT,(WHEAT)",0.53,53.0
"CEREALS,CRM OF WHEAT,REG,CKD W/H2O,WO/SALT,(WHEAT)",0.53,53.0
"CEREALS,CRM OF WHEAT,REG,DRY,(WHEAT)",3.70,370.0
"CEREALS,FARINA,ENR,CKD W/H2O,W/SALT,(WHEAT)",0.50,50.0
"CEREALS,FARINA,ENR,CKD W/H2O,WO/SALT,(WHEAT)",0.50,50.0
"CEREALS,FARINA,ENR,DRY,(WHEAT)",3.69,369.0
"CEREALS,FARINA,UNENR,CKD W/H2O,W/SALT,(WHEAT)",0.50,50.0
"CEREALS,FARINA,UNENR,CKD W/H2O,WO/SALT,(WHEAT)",0.50,50.0
"CEREALS,FARINA,UNENR,DRY,(WHEAT)",3.69,369.0
"CEREALS,MALT-O-MEAL,CHOC,DRY,(WHEAT,BARLEY)",3.68,368.0
"CEREALS,MALT-O-MEAL,PLN&CHOC,CKD W/H2O,W/SALT,(WHEAT,BARLEY)",0.51,51.0
"CEREALS,MALT-O-MEAL,PLN&CHOC,CKD W/H2O,WO/SALT",0.51,51.0
"CEREALS,MALT-O-MEAL,PLN,DRY,(WHEAT,BARLEY)",3.68,368.0
"CEREALS,MALTEX,CKD W/H2O,W/SALT (WHEAT)",0.72,72.0
"CEREALS,MALTEX,CKD W/H2O,WO/SALT,(WHEAT)",0.72,72.0
"CEREALS,MALTEX,DRY,(WHEAT)",3.52,352.0
"CEREALS,MAYPO,CKD W/H2O,W/SALT,(OATS W/OTHER GRAINS)",0.71,71.0
"CEREALS,MAYPO,CKD W/H2O,WO/SALT,(OATS W/OTHER GRAINS)",0.71,71.0
"CEREALS,MAYPO,DRY,(OATS W/OTHER GRAINS)",3.85,385.0
"CEREALS,OAT BRAN,QKR,QKR/MOTHER'S OAT BRAN,PREP W/H2O,SALT",0.43,43.0
"CEREALS,OATS,INST,FORT,PLN,DRY,(OATS)",3.69,369.0
"CEREALS,OATS,INST,FORT,PLN,PREP W/H2O,(OATS)",0.59,59.0
"CEREALS,OATS,INST,FORT,W/BRAN&RAISINS,DRY,(OATS,WHEAT BRAN)",3.71,371.0
"CEREALS,OATS,INST,FORT,W/BRAN&RAISINS,PREP W/H2O",0.81,81.0
"CEREALS,OATS,INST,FORT,W/CINN&SPICE,DRY,(OATS)",3.73,373.0
"CEREALS,OATS,INST,FORT,W/CINN&SPICE,PREP W/H2O,(OATS)",1.10,110.0
"CEREALS,OATS,INST,FORT,W/RAISINS&SPICE,DRY,(OATS)",3.63,363.0
"CEREALS,OATS,INST,FORT,W/RAISINS&SPICE,PREP W/H2O,(OATS)",1.02,102.0
"CEREALS,OATS,REG&QUICK&INST,WO/FORT,CKD W/H2O,W/SALT,(OATS)",0.62,62.0
"CEREALS,OATS,REG&QUICK&INST,WO/FORT,CKD W/H2O,WO/SALT,(OATS)",0.62,62.0
"CEREALS,OATS,REG&QUICK&INST,WO/FORT,DRY,(OATS)",3.84,384.0
"CEREALS,QKR,OAT BRAN,PREP W/H2O,NO SALT",0.43,43.0
"CEREALS,QKR,OATMEAL,INST,POWER RANGERS FRUIT,PREP W/H2O",0.94,94.0
"CEREALS,QKR,OATMEAL,INST,POWR RANGRS FRUIT PUNCH FLAVOR,DRY",3.73,373.0
"CEREALS,QKR,OATMEAL,MICRO,QUICK 'N HEARTY,BROWN SUGAR CINN",3.69,369.0
"CEREALS,QKR,OATMEAL,MICRO,QUICK 'N HEARTY,CINN DOUBLE RAISI",3.59,359.0
"CEREALS,QUAKER,CORN GRITS,INST,BUTTER FLAVOR,DRY",3.59,359.0
"CEREALS,QUAKER,CORN GRITS,INST,BUTTER FLAVOR,PREP W/H2O",0.69,69.0
"CEREALS,QUAKER,CORN GRITS,INST,CHEDDAR CHS FLAVOR,DRY",3.64,364.0
